bullying_words,type_bully
 Are you a people person?,non-bully
  um probs short stack though i dont no haha i listen to a whole lot of different bands.,non-bully
 If love is blind  why is lingerie so popular?,non-bully
  i do have it hoe<3,non-bully
 do you  play an instrument ?,non-bully
 Starbucks guy &quot;It&;s ten o clock we are closing&quot;  My Mom &quot;You&;re kicking us out&quot;,non-bully
 what is your favorite video game?,non-bully
  Yes. all the time :),non-bully
  I lovee fruit.r But i would say strawberries. no watermelon. berries! blue  rasp  black..ughhh maybe melon. oh lovee apples and bananas. Hmmm..pineapple. Anything but the little bright red cherries. there imposter cherries. ha,non-bully
 hey!(: im justin,non-bully
  Oh wow! How do i know you? :),non-bully
  well then why did you bring it up?,non-bully
  Star girls....haha I WAS LITTLE they were pretty rad actually....u dont get many jumping comps at concerts any more.,non-bully
 well w.e. its obvious he is a player so i think its funny u got played,non-bully
  no. but i bet its cheesey,non-bully
 what did you do last night?,non-bully
  I would buy my mum a house and a car buy me a house and car buy my brothers a car and with the left over money i would go shopping and concerts (i dont no how much all this cost though lol),non-bully
 have you every used a turn dial phone?,non-bully
  yes,non-bully
 Say your driving at night and you see a man on the side of the road screaming for help  do you stop?,non-bully
 favorite animal?,non-bully
 If you had the chose to be a demon  a vampire  or a elf which would you be?,non-bully
  no but i wanna go their,non-bully
 Have you seen Titanic?,non-bully
 Are you a touchy feely person?,non-bully
  no lol my sister. but that's different,non-bully
  None. Im happy without money.  :],non-bully
  Nahhhhh just when its like get a room suckin face all over the place touchy public kissing hah,non-bully
  people.,non-bully
  anytyme,non-bully
  hahahahah yeah sorry :) he is my husband,non-bully
 ever been high/drunk?,non-bully
  ehh no i dont think so. I guess i would rather go up and see all the others that have already passed on and catch up with them. :) I look forward to that eventually :),non-bully
 What&;s your second favorite color?,non-bully
  iDnt be on da cumputa lyke dat,non-bully
 If you could change one thing in the world  what would it be?,non-bully
  My Dad :),non-bully
  k,non-bully
 what&; your favorite blink bully82 song?,non-bully
 What YouTube video made you laugh recently?,non-bully
 what if it was realllyy hott out?:D still hot brownies or ice cream:O,non-bully
 What experience has changed your outlook on life?,non-bully
  Yuppers! Nose and Cartilage piercings(;,non-bully
  Hmm easter. its always within a week or so :),non-bully
  sam,non-bully
 Would you rather be filthy rich with no friends or dirt poor with tons of friends and a dog?,non-bully
 Would you ever try to summon the undead?,non-bully
 Describe yourself in a single sentence,non-bully
  Chrisssy!!??? hahahahah Chantelle  Alesha Kailee? Tori?? LMFAO iddkkkkk,non-bully
  Heyy :D,non-bully
  idk,non-bully
  yeah except i'd be scare it'd eat my face off.,non-bully
 haha i dont have a question just wanted to say hi(:,non-bully
 so whats up?,non-bully
 N!qq@ @r3 yuh @ v!rq!n ? ! Dnon-bullyn&;+ +h!nk yuh !z,non-bully
 Did u watch bieber on oprah?,non-bully
 Are you a sore loser?,non-bully
 What do you think about men who hit women?,non-bully
  yea all the time,non-bully
 do you still believe to the race concept? like asian black and white are different type of races? or you prefer to use the term ethnic group?,non-bully
 are bi??,non-bully
  Not everyday. Usually when I wanna pretty or im going out for something special :),non-bully
  What happened?,non-bully
 Quit being mean to me and I will be happy!!!!!!!!!!!!!!!,non-bully
 how many of you like twilight series?,non-bully
 Which cartoon character do you resemble the most?,non-bully
 What is the worst thing you have lived through?,non-bully
  Yeaaah,non-bully
  Yes <3 thanks for asking !,non-bully
 Hello Beautiful-You&apos;ve been NIBBLED ON! Today is NIBBLE DAY and baby you know you&apos;re sexy if you get nibbled! GO ahead &amp; start NIBBLIN&apos;! Send this to all your sexy friends (even me)! If you get 2 back you&apos;re ugly  3-4 ok  5-6 damn  7-8 WOW,non-bully
 what your fave band?,non-bully
  idk  what is it?,non-bully
 Why do people think that swaying their arm back and forth would change the direction of a bowling ball?,non-bully
  If I care about the person lying to me..,non-bully
  hard. seems like with everything. ughh ha,non-bully
 Hahahah  okayy! good! &;cause likeee; &quot;he&;s in looove with audrey!&quot; hahah  jus&;sayin&;.(: Buttt  yeah yeah yeah; allll because of youu. :),non-bully
  enough for now. im still trying to catch up,non-bully
  Vagabond.,non-bully
  ehh idk?,non-bully
 What annoying habits does your best friend have?,non-bully
  i like questions please feel free to ask more.,non-bully
  yea,non-bully
  nope,non-bully
  Currently. the 2non-bullybullynon-bully camaro.r Its so beastttt :],non-bully
 vvvvvvvummmmmmmmm,non-bully
  write.,non-bully
  we would go crazy! movies would suck haha,non-bully
  Idk hoe get cha own cup of blackberry with a hint of lemon ice tea. Dayumm! hahah JK Brooke?,non-bully
  Look down there....,non-bully
 what&;s the best part of your day?,non-bully
 Is life more meaningful if you live for someone [s.o.]  or living a life to die for a cause for the better of humanity? Explain.,non-bully
 Do you swear when youu2non-bullybully9re mad?,non-bully
 You&;ve been kidnapped by aliens.  What do they feed you?,non-bully
 thats a lie.,non-bully
 name the hottest girl that you have ever met,non-bully
  Dang like 6 or 7 years ago. Its been a while..,non-bully
 What do you think Victoriau2non-bullybully9s secret is?,non-bully
  nope. probably not. haha,non-bully
 Why do you think people give smart ass answers to questions?,non-bully
  twice.,non-bully
 If you won a million dollars what would you do with it?,non-bully
 do you like nevershoutnever,non-bully
 anythanqq,non-bully
  Nope.,non-bully
  lol who wrote this :/,non-bully
  lol how ya kno????,non-bully
  Ummm probably playing softball for bullynon-bully years(:,non-bully
 Trick or the mind or trick of the eye?,non-bully
  no  im tabitha jai locascio. myspace.com/tabiisaninja face book- http://www.facebook.com/profile.php?id=bully6non-bullybullynon-bully245bully9 I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures  :) thankyou i would really apriciate it.,non-bully
 well i had to put my two cents in [: haha,non-bully
  the dryer eats them.,non-bully
 Always wear your seat belt?,non-bully
 your beautiful  and it seems like all the rude comments you get  is all from one person. dont listen to them everyone knows you are the sweetest girl ever and cold never be mean,non-bully
 What turns you off?,non-bully
  i wouldnt know,non-bully
  Do I know you?,non-bully
 Hey my name is April too! Haha. People named April are always cool. LOL.,non-bully
  no. lame.,non-bully
  NO NO!!!!!!!!!!!,non-bully
 Has anyone told you a secret this week?,non-bully
 How do you like to celebrate your birthday?,non-bully
  as long as i fucking wanted to be :D,non-bully
  I already answered that,non-bully
  I was dancing in the kitchen lastnight while cooking grilled cheese for timmy and we were laughing about it cause i was doing the robot out of the blue :),non-bully
 U r soooooooooooooooooooo pretty Alexis<3 y r u so nice???????,non-bully
  Aha love you too<3,non-bully
  no i dont put ppl in jars but if i want to dispose them nicely i would bury them if i dont i spose i could cut them up in little piec yer i will stop there its kinda gross haha,non-bully
 If you could be born into history as any famous person who would it be and why?,non-bully
 What in your opinion would be the hardest drug to quit?,non-bully
 If you had to challenge someone to a duel of some kind  what your weapon of choice be?,non-bully
 Favorite male comedian?,non-bully
 Do you take a lot of pictures?,non-bully
  It's only life..by Kate Voelege,non-bully
  yes for most,non-bully
 I always wonder why those damn rapist that rape lito girls dont just fucken a pay damn prostitute &amp;&amp; fuck them? Fuck it kills me to see lito girls dying like that :|,non-bully
  Minnie mouse,non-bully
  usually,non-bully
 ahahahaha yer needd yaa phonee<3&; ahah &quot;&quot; and our parents were like owww yhu stratched me.!&quot;,non-bully
 If you could attend any concert  what would it be?,non-bully
  call the police prolly,non-bully
 hi!how are you?thanks for spamming,non-bully
  first.,non-bully
 Do you have any magazine subscriptions?,non-bully
 Guys; why do you think girls pucker their lips in photos? Girls; why do you do this?,non-bully
  hey (;,non-bully
 Have you ever kissed someone on the beach?,non-bully
  no.,non-bully
 well wat if he asks u out  would say yes or NO cause u like pryce :D,non-bully
 What colour is your bedroom painted?,non-bully
  idk dude. why do you call so much haha,non-bully
 how many kids do you want to have in the future?,non-bully
  hey who diz?,non-bully
 are you dating &quot;jbatmann&quot;,non-bully
  yes of course!,non-bully
  iLyke dat..Let mi meet yew,non-bully
 who inspires you the most?,non-bully
  I'd like that one explained to me too! i hate being restricted to sidewalks.,non-bully
 are you the person you want to be?,non-bully
  mmmmmm it was awhile ago like idk really. haha but he kept textin me offa dk phone likeeeee 3 weeks ago maybe  buhh dont worry it was just friendly friend stuff haha :) i member how you guys ment ;D,non-bully
 When was the last time your inbox was empty? Lol do you remember what an empty inbox likes,non-bully
  No,non-bully
 on a scale of bully-bullynon-bully  how would you rate yourself?,non-bully
  timothy.,non-bully
  Kindness to all  or your exiled to the shark sea.,non-bully
  Duck tape. It fixes everything.,non-bully
 Who is the bestestt ? lol,non-bully
  Shutter Island for both. paid at the theaters :],non-bully
 What&;s the quickest you&;ve fell for someone?,non-bully
  dude like i said your so lucky! no,non-bully
  i need a job hahaha,non-bully
  kum get it,non-bully
 Did you do any school shopping yet?,non-bully
 You have a prety name :),non-bully
 That&;s all for tonight  peeps.  Remember to send me a message in my inbox if you don&;t want any further questions from me.  :),non-bully
  Laid around with timothy :) watched movies and made each other dinner.,non-bully
  EGYPT! :),non-bully
  no freaking way what???,non-bully
 OH VISIT ME IF YOU TRAVEL THE WORLD KTHXBYE. xx,non-bully
  im pretty happy too(: lmao   i DONT like King at ALL ! hahaa; i love you too ? u2665,non-bully
  I don't have one anymore i deleted it,non-bully
 i&;m jealous of jaybee,non-bully
 Last night you felt?,non-bully
 i L o v e Y u h h ! ! ! ! (:,non-bully
  Cool byee,non-bully
 how often do you check on your formspring?,non-bully
 TABI AND EVERYONE ELSE SHUT UP YOU&;RE BEAUTIFUL- sam,non-bully
 If you could hear what someone is thinking for a day  who would you choose?,non-bully
  Save the dog and plea with my boss i was on the news for saving a drowning dogs life!! Too check it out and hope I don't lose my job. If I do...then there are plenty of jobs out there that need a working :) ha,non-bully
  vampire :),non-bully
  nahh,non-bully
 Do you have a boyfriend?<br>,non-bully
 boo tell ur lil groupiee dnt bee textinqq on myy formsprinqq bout yew.,non-bully
  den dats different if she kute but not to skinny,non-bully
 Who&;s small minded and snobby in texas and what made you so mad?,non-bully
 member me? ;),non-bully
  no  im tabitha jai locascio. myspace.com/tabiisaninja face book- http://www.facebook.com/profile.php?id=bully6non-bullybullynon-bully245bully9 I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures.,non-bully
  Sometimes :],non-bully
 If a stripper gets breast implants can she write it off on her taxes as a business expense?,non-bully
 http://www.chatzy.com/498bully3bully478bully93 join me in a chatroom,non-bully
  ummm theres alot of memories but none that i can think of at the moment,non-bully
  mr. deeds. hilarious :),non-bully
  don't have one,non-bully
  Hmmm.. Perhaps how if we want to take over an entire country we can make sure we do so  but when it comes to third world starving countries..well we can only send so much food.r Another would be how we control missles by satelite and split atoms to destroy anything we want but we cant stop this oil spill. Ohh no. Its out of our control.r &amp;&amp; I guess the inhumane way of growing all our food supplies is something to overlook as well. Only being that the animals literally cant think  move  do anything ut produce giagantic chicken breasts and stand in their own poop their entire life till the stock yards. Sooo its way out of our hands for that as well. r All these things need to be asked to our 'Oh SO lets make a change' president because the way I see it  theres no changes only what the government cares about is what is necessary. and that is wrong.,non-bully
 &amp;&amp; if anyone gets tired of my questions or just generally annoyed with being spammed please let me know. I am not here to bother anyone! Thank you!,non-bully
  Haha Im not sure  its just natural ;),non-bully
  you should ask my sister that. shes obsessed with SNL.r sweetiepiebully8 <------------- i have no idea. i dont watch it.,non-bully
 Who&;s the most famous person you&;ve met?,non-bully
  a million :),non-bully
 Have you ever been Ice Skating?,non-bully
 hi,non-bully
 If you had to give up one favorite food  what would the most difficult?,non-bully
 one person who have touched your heart the most,non-bully
  well hi :),non-bully
  Shrug it off. :] haha no time to deal with petty bullshiz.,non-bully
  Lol thank you dinaaa(:,non-bully
  nooooo.,non-bully
  For sureeee :],non-bully
 What has caused you the most physical pain?,non-bully
 Where does the toetag go on a dead person if they don&;t have toes?,non-bully
  hahaha dude you're a badass,non-bully
 how&;s obama as a president?,non-bully
  oh most definantly,non-bully
 how so you spend your Christmas eve?,non-bully
 Name bully girl you find pretty.,non-bully
  What? Who is this?,non-bully
  San Fransisco<3,non-bully
 what&;s the worst drink ever?,non-bully
 Do you enjoy going shopping? If so what type of things do you enjoy buying?,non-bully
 What&;s your biggest phobia?,non-bully
 Do you like carrots?,non-bully
 Weirdest pet you have ever had?,non-bully
 nah im just joking,non-bully
 Do you find the opposite sex confusing?,non-bully
 Does your closest Starbucks have a driveu2non-bullybully3thru?,non-bully
  leftttttt :),non-bully
  no. havent you seen Bruce Almighty. Nobody knows what they really want...?,non-bully
  if your going to ask a question like that don't you think if im going to be honest with you  you should give me the respect of knowing who you are?,non-bully
  violin i think for my bday from my booo,non-bully
 When you packing your stuff to leave and go somewhere for awhile  what is the first thing you make sure you have?,non-bully
  &amp;i love you(:,non-bully
 shut up ur prettty!..ll,non-bully
  hahahahahahahahahaha whyyyyyyyyyyyy?r maybe? he is cute.,non-bully
  Yes. yes. and i have the idea of it. as long as i have the paper thatt tells me which numbered spark plug goes where..i could do it :),non-bully
 what is one thing you can&;t live without?? :] its me right?,non-bully
 nigggahh i la la la loveeyou(:,non-bully
  yup sure did,non-bully
  hahahaha jealous? WHY? haha hello!,non-bully
 Whn we gonn b 2gether?,non-bully
  oh okaythats good,non-bully
  Lol haha how cute is tht? Juss keedingg(:,non-bully
 what song best describes you?,non-bully
  enough undies!! :),non-bully
  doesnt everyone..,non-bully
  its not my bedroom . but tan. blahhh,non-bully
  no haha =],non-bully
 What&;s the longest relationship you have had?,non-bully
 haha ;)so.. have u ever been to france?,non-bully
 If you could date any celebrity  who would it be?,non-bully
  i dont mind it because it gives me questions i guess,non-bully
 Ballfuck  she&;s real. Get over it. vv,non-bully
 It&;s fine  i think ima go though my eyes are getting heavy. But  text me when you&;re off. If I don&;t reply im asleep.,non-bully
 Would you ever save a prostitutes life?,non-bully
  yea >_<,non-bully
 If you won a million dollars what would you do with it?,non-bully
 What color is your hair?,non-bully
 heyyyyyy!!! how u doin!!!!!,non-bully
  umm brian mcfaddern jokes umm umm umm i dont no to be honest so im going with santa reow lol =],non-bully
 Did you have a good day ??,non-bully
 you a sexxyy mommma =),non-bully
 one weird fact about you,non-bully
  mr. taylor 7th grade english,non-bully
  mes  they can be fun,non-bully
  Hahaha ohhhhh  hi :)),non-bully
  Carefree  fun  laughing  giggly  silly girl that loved barbies and using her imagination and learning and acting like she was older and more mature than she ever was.. :) haha,non-bully
  i have a whole bunch! :D but the 2 memories i remember currently that are the best are with kelly and ashley. kelly being a kickass weekend filled with fun in slo and ashley being the renaissance faire and the 3oh!3 and cobra starship we went to :D,non-bully
  i never said i liked pryce.,non-bully
 u ever play beer pong?,non-bully
 How do rumors get started?,non-bully
 why do we say &quot;heads up&quot; when we actually duck?,non-bully
  the bs.,non-bully
  ..be invisible and punch mean people in the back of the head...,non-bully
  haha i like you to hahaha :),non-bully
  The important bully is Love  bhut ive given people themselves! Like i let my friends have themselves instead of me! It helps to see who they are as a person! Very important! Viseversa.,non-bully
  sureeee.,non-bully
  ya damn rite,non-bully
 hi  do you like nachos?,non-bully
  I would have to say currently..r my newest pair of brown skinny jeans and this polester teal crazy print off the shoulder blouse :] I feel super pretty in it!,non-bully
 How come sheep don&;t shrink when it rains?,non-bully
 Black or White?,non-bully
 Have you ever locked yourself out of a car?,non-bully
 U go to RMS?,non-bully
  bien. which is good in spanish. hahaha musta?,non-bully
  Baptist but im solo currently with the whole not going to church and all. I hate the overwelming feeling of having to go to church for the preacher  not the reason..GOd. Its whatever though.,non-bully
 Don&;t You Hate How People Make Fake Celerbity Pages? >.<,non-bully
 Are most of your dreams realistic (that it feels like it can actually happen in real life) or non realistic (you flying)?,non-bully
  nope.,non-bully
 Who are you???????????????????????????,non-bully
 doodle,non-bully
 are you a registered voter?,non-bully
  yes,non-bully
 does any one say you look like a celebrity? if so who? do u think they&;re right?,non-bully
  >.< ily haha :),non-bully
 Heyyy. I am downloading songs at the moment. Would you mind helping me? Write your suggestions to my page  as in right now. :),non-bully
  No,non-bully
 growl;],non-bully
  nothing prolly. getting over a sinus infection and upper chest congestion,non-bully
 how is your mom,non-bully
 Do you look for quality or quantity?,non-bully
 What&;s your best trick?,non-bully
 How many licks does it take to get to the center of a lollipop?,non-bully
 :) Are you currently happy in your life right now?,non-bully
 Do you chew on your pens or pencils?,non-bully
 did you know gaga was on an episode of mtvs boiling point?,non-bully
  they used to be and i like them to be that way but any more with timothy in my life they arent,non-bully
 followed! follow me also :),non-bully
 THE LAST MESSAGE WAS JUST FOR PEOPLE WHO ARE BEING RUDE IF YOUR NOT DISREGARD!!! :)) SORRY IF I OFFENDED ANY OF YOU!!!,non-bully
  Indeed(: Lol,non-bully
 Favourite song atm (:,non-bully
  because myspace is dead and FB is overrated. :) plus to expand my brain powers,non-bully
  Orange Juice,non-bully
 Would you ever lick a hobo&;s foot?,non-bully
 lol funnyy childrenn. but slidinqq babe;!!    (insiderr juss forr yuu mikeyy.)) hmmm let&;s see let&;s see.,non-bully
 What are your plans for the rest of the day?,non-bully
  fuck no! i live with a used-to-be sheriff  im careful with the law outside of my home :D,non-bully
 What color is your bedroom carpet?,non-bully
 Do you believe there&;s intelligent life on other planets?,non-bully
 When you looked at yourself in the mirror today  what was the first thing you thought?,non-bully
 Could you  would you eat a caterpillar?,non-bully
 What is the funniest nick-name someone you know has?,non-bully
  well it sorta depends on what mood im in  like i cant really choose favorites,non-bully
 how do you make yourself happy?,non-bully
 Robot Chicken is a funny ass cartoon  in Cartoon Network for those who dont know :))) i watch it around bully2 :)),non-bully
  nope never. would never.,non-bully
 what&;s your nationality?,non-bully
 ever tried dancing in the rain?,non-bully
  But I know who you likee(:,non-bully
  Thankss(:,non-bully
  hahahha thank you :),non-bully
  A loud shakin' dancing singin toy thats really colorful and makes little ones learn lots of stuff!! :],non-bully
  You're very annoying,non-bully
 Jarrod is god.,non-bully
 Are you ready to start school? I am <3.,non-bully
  depends :P,non-bully
 Good morning  sunshine! ^^ ,non-bully
 Girls; Do you like how you look in a bathing suit? Guys; Do you like you chick in a one pieec or two piece?,non-bully
 Do you make your bed daily?,non-bully
  single!!!!!! gabe saporta has my heart at the moment ( he is the lead singer of cobra starship if you didnt know),non-bully
  samantha locascio <3 lmao.r but no  i just have that there cuz i like it,non-bully
  My old school shit   i wud SOOO throw it away bhut my mom! Urgh,non-bully
 If you could be invited to one person&;s birthday party  whose would it be?,non-bully
 whats the wierdest color you&;d ever dye your hair?,non-bully
 Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????,non-bully
 you just shamed my people tabi.. you like making black rappers feel bad huh? makes you feel powerful? still you rock,non-bully
 are you a trusting person?,non-bully
 what if formspring did not exist?,non-bully
 What&;s the last play you saw?,non-bully
  ..,non-bully
 Do you have any scars on your body?  If so  how&;d you get them?,non-bully
 Hey  hey Tabi. I guess you&;re not supposed to trust dead people! BHHAH :D,non-bully
  eating oranges!!!!r CASSIE I LOVE YOU!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,non-bully
 What&;s one thing you hate the feeling of?,non-bully
  yes of course. i would love to be a pirate. always. errrgg.,non-bully
 In what country other than your own would you like to live?,non-bully
  show your face,non-bully
 Was the last time your heart pounded like crazy for a good or bad reason?,non-bully
  Last night about bullybully o'clock,non-bully
  Life is never going to be easy.,non-bully
 How do you feel when someone disagrees with everything you have to say?,non-bully
  alrighty !,non-bully
 would you still consider your self as a true friend if you don&;t tell anyone but you allow your friend to do it? what&;s your opinion with that kind of a friend?,non-bully
  yes.,non-bully
 hahahahahhahahhaahhahahahah vvv ayee fix yerr infoooo ->>,non-bully
  ExpLOrE tHe WOrlD   :D,non-bully
 i love you tabi!!! <3 (:,non-bully
 r u gnon-bullynon-bullyd at art,non-bully
 What&;s your worst habit?,non-bully
  hahahaha thanks i think? did you call me beautiful? thats a first <3,non-bully
  summer :],non-bully
 Bugs Bunny or Mickey Mouse?,non-bully
  Cajun Turkey and melted pepperjack cheese. Lettuce. Tomatoe. Miracle Whip/ lightly evenly spread. Pickles. Cucumber. Colby cheese sliced in a circle. &amp;&amp; all layered perfectly on a toasted whole wheat honey and oats Bun. Deliciousness! :],non-bully
  i think it would be fun,non-bully
  ohhh your making my life soo hard!!!!!! ummmmm still brownie   WAIT ANY FLAVOR OF ICE CREAM?????? change my mind. i was thinking plain vanilla but if its any flavor  RASEBERRY CHEESECAKE,non-bully
 Can you cross your eyes?,non-bully
 Okeyyy honestly now I think this stupid person is just making up stuff cause she/he wont send you the link. Probably just trying to create drama and such. Maybe trying to make you worry? I dunno. Butttt anyways I love you TabiLou (;<3,non-bully
 the last thing I want to do before I die is...,non-bully
  the first one :]r if i had to choose.,non-bully
  yes.,non-bully
 aree yhu inlovee ?? if so ... with who ?!!,non-bully
 When was the last time you were at the doctor? Why?,non-bully
 we&;&;ll have to make room in the book mom gave you!!!!,non-bully
 If you wanted to look very sexy  how would you dress?,non-bully
 If you could go on a road trip with any person  dead or alive  who would it be and where would you go?,non-bully
 Would you kiss the last person you talked to on the phone?,non-bully
  Off courrseeee dudee hahahahaha!!!! Awhhh lol! i think i love it 2 chuz im in it lol!!!! jk! i love yuh!!,non-bully
  I do yoga. :],non-bully
  Hell yeaaa how'd youu knoww?,non-bully
 What is unbelieveable to you?,non-bully
 Do you think that animals dream?,non-bully
  not too often unless im in the car,non-bully
  if you wanna be my lover by spice girls :],non-bully
 would you like fries with that?,non-bully
 Would you ever travel out of state to see a band that you like?,non-bully
 What are you doing this weekend?,non-bully
 lmao! V ( :,non-bully
 What was the worst concert you went to?,non-bully
 ....oats<br>,non-bully
 Are you afraid of heights?,non-bully
 have you gone nature tripping? if so  where? and how was the experience?,non-bully
  iKno dat grul,non-bully
 Have you ever been to Georgia<33? :],non-bully
 Do you like to dance?,non-bully
  Vans sukka! (:,non-bully
  kkkk :],non-bully
  fly most definantly.,non-bully
 do you have a bf :),non-bully
  Star Wars.,non-bully
  watt yuu meann...?,non-bully
  Yeah  I wanna be with someone...,non-bully
  toasted lol wat a random question !,non-bully
 What was the best job you&;ve ever had?,non-bully
  hahaha okay,non-bully
  ummm  im not sure. i guess,non-bully
 If you could bring one character to life from your favorite book  who would it be?,non-bully
 Are you a morning or night person?,non-bully
  i'd say honesty,non-bully
  brush my teeth,non-bully
 Do you believe in ghosts?,non-bully
 What&;s the most spontaneous thing you&;ve ever done?,non-bully
 Tabi. If you stopped hating on Texas everyone from Texas will stop getting pissed....so just stop.? It&;s that easy,non-bully
 entertaiin mhee,non-bully
 How many drinks does it take before you get drunk?,non-bully
  Yes  we are.,non-bully
  WATER!!!!!!!!!!!!!! :],non-bully
  Good morning.,non-bully
 Have you broken any bones?  If so  how?,non-bully
  who diz?,non-bully
 who do you remember from idaho,non-bully
 :D,non-bully
 are you in college? what course are you taking?,non-bully
 Would you be afraid to find out someone you knew was in a mental hospital before?,non-bully
  yep  stop useing our jokes,non-bully
 Are you nice to people you dislike?,non-bully
  bahah yup that you do. but im not gonna tell the whole fuckign world what it is lol,non-bully
 what is the last thing you did before you went to sleep?,non-bully
  If it isn't broken  don't try to fix it :],non-bully
  Yes i do that all the time. haha,non-bully
 haha connnnceidddddeddd much?,non-bully
  Hahah Helllz yess! I will mamas!!<3 love u!,non-bully
 Would you get high with me?,non-bully
  nothing. my boo is studying and im FSing :D,non-bully
 Woop I so did that Adam Turnbull one :) from adam lol! :),non-bully
  I dont. and yes i see what your saying but not really cause guys are different than how we think. I think it more the forbidden territory to them so that's why they get so turned on when thinkin about doing it in the butt. haha Just don't do it  if your not comfortable doing it.,non-bully
  haha well you are the only ninja i know ;),non-bully
  causes they can't have violence in the kids show. come on you knew that..hahah,non-bully
  babaysitting and lawn mowing until i was of age to get a legal job. and that was a gold star chili the restuarant.,non-bully
 Awhh shit Dx who your man.?,non-bully
 Okay I am done spamming for right now. I will more later tonight. My husband is cooking dinner and I am about to eat. But please spam me back. And I hope you all have a great night! <3 -ChloroformGRL,non-bully
  No I don't know anyone and yes I did know that.,non-bully
  I like to think so. :/,non-bully
  nope. ive been lucky,non-bully
  timothy. Lastnight for both.,non-bully
  Others what?,non-bully
 Okay well my computer won&;t let me ask you anymore question right now emahsnouoy haha so i&;ll hit you up later? :],non-bully
  Alone and in my sleep,non-bully
 Do you take any dare?,non-bully
  I have no idea. Haven't seen the commerical.,non-bully
 Can you ride a horse?,non-bully
 Tabi. You know I like u  but I&;m starting to get that u don&;t like me. I like you alot. Justin boy is just some crush  while I&;m open right here ready to love u. Pryce,non-bully
  lol how ya kno,non-bully
  Stephanieeeeey(:,non-bully
 I am done spamming for right now. I am still sort of tired. Leave me things. I will spam more later <3,non-bully
 DO YOU GO WIT ANYBODY AT THIS MOMENT,non-bully
 Have you ever been on the guestlist for any event?,non-bully
  pirateesss .,non-bully
 Do you like pasta?,non-bully
 Do you have one or more Britney Spears C.D.?,non-bully
 Do the Alphabet song and Twinkle  Twinkle Little Star have the same tune?,non-bully
  What's cute?,non-bully
  no but i should more often im sure,non-bully
  stalker?,non-bully
  :] your fine.,non-bully
  they are yummy,non-bully
 If you could change your name  what would you change it to?,non-bully
  yes i would. i would love the opportunie of saving another persons life. and everyone gets hurt..but is being hurt worth not saving another beings life? I dont think so. I'll save them!! :),non-bully
  Both! I love tea <3,non-bully
  Oh Most Definantly.,non-bully
  no,non-bully
 Have you ever cried from being so mad?,non-bully
  thats really a hard question. and to be honest i dont think i could care for the amount of children that are being abused and self sacrifice my entire life for them. thats really harsh and makes me sound awful but that exact senario is happening next to my parents house and when i was about bully8 i thought that is something i would have been willing to do but now i see them and how far they are that it would almost be mear unfair and unsuccessful on my part for them. its all they know. and if the state wont do anything its sad to say but what could i do by ripping them from the only home they do know and tell them its all wrong. i guess im not that selfless. and its like bully2 kids. so that would be a lot. idk. but rightnow  i dont think so. just because im not in any way capable of taking care of them any better rightnow anyways. other than the not abusing them but whats worse?,non-bully
 What was the last thing to scare you?,non-bully
  yeah. my boo just did but only cause ive been laying around like a hermet crab sick as a dog for the last couple weeks.,non-bully
  easy Short Stack<3,non-bully
  elmo. cause he laughs so much =D,non-bully
 I am going to go to bed now. I still ahve alot of stuff on my mind. Ehhh... well have a good/day. <3 Leave me things.,non-bully
 Favorite brand of clothes?,non-bully
 If you could put somebody on a postage stamp  who would you choose?,non-bully
  stalkerrrr,non-bully
  not really,non-bully
 W3N YUH Lnon-bully$T Y@ VIRGINITY!,non-bully
 Are you good at giving directions?,non-bully
  bravest? idk off the top of my head. im pretty brave but idk if ive really had to opportunity to be brave yet....,non-bully
 Who is ur lover???,non-bully
  Okay. Will do :),non-bully
 lolss yew nastyy,non-bully
 Bright room or dark room?,non-bully
  Nope. I don't want to be a doctor. Only a nurse. traveling nurse actually :],non-bully
  Ewwiee! Nothing haha(:,non-bully
  Marissa Nicole Gomez!(:,non-bully
  Yogurt!! and blueberry :],non-bully
  iAnit flaw so juz chill,non-bully
 Did you ever get in trouble for talking in class?,non-bully
 What brand of shampoo and conditioner do you use?,non-bully
 Do you like ketchup?,non-bully
 Do you feel weird being around people you do not know?,non-bully
 Tabithaaaaaa I love youuuuuuuuuuuuuu <3,non-bully
 I didn&;t say the question after the one about texas!! I promise! And I was just joking around......because u strongly dislike texas!!,non-bully
 lmfaoo wow,non-bully
  im sooo hungry now. idk of any right now haha im eating grapes.,non-bully
 What do you do when you have alot on your mind?,non-bully
  Juno  Sweet november  mr. deeds :],non-bully
 Have you ever ran with scissors in your hand?,non-bully
 Would you rather date a lot of different people  or be in a committed relationship?,non-bully
  Sometimes if im looking forward to gettin the call from that particular person.,non-bully
  Yes. Standing over the border line. Ive been in Ohio and indiana at the same time :),non-bully
 Favorite board game?,non-bully
